5,1306328,25,$33.31 ,4
8,7349583,23,$94.27 ,5
12,2671822,25,$61.14 ,8
12,3891876,15,$61.14 ,5
12,6927844,18,$61.14 ,3
16,5676,23,$88.48 ,7
20,7867111,23,$44.77 ,3
20,10449677,17,$50.70 ,8
20,121212,15,$79.86 ,3
20,12345,20,$44.77 ,5
28,4066054,20,$4.25 ,3
29,6890824,16,$98.47 ,6
43,3565960,21,$57.94 ,5
85,9291107,21,$19.86 ,7
86,1891936,20,$58.73 ,8
90,5554827,23,$61.14 ,7
90,7835500,22,$61.14 ,7
140,8355732,24,$66.70 ,8
145,2345590,16,$61.14 ,3
145,10468163,16,$5.56 ,5
151,10468164,25,$33.31 ,8
156,10468165,16,$94.27 ,3
163,10468166,18,$61.14 ,5
164,10468167,22,$61.14 ,5
165,10468168,15,$61.14 ,6
179,10468169,17,$88.48 ,8
188,10468170,15,$44.77 ,6
197,10468171,23,$50.70 ,3
209,10468172,16,$79.86 ,5
221,10468173,22,$44.77 ,5
233,10468174,18,$4.25 ,5
240,10468175,22,$98.47 ,8
241,10468176,23,$57.94 ,7
251,10468177,24,$19.86 ,4
262,10468178,17,$58.73 ,6
272,10468179,23,$61.14 ,7
275,10468180,16,$61.14 ,3
279,10468181,25,$66.70 ,7
289,10468182,24,$61.14 ,8
298,10468183,15,$5.56 ,3
311,10468184,20,$33.31 ,8
318,10468185,24,$94.27 ,6
332,10468186,22,$61.14 ,6
345,10468187,19,$61.14 ,3
357,10468188,21,$61.14 ,6
362,10468189,17,$88.48 ,7
368,10468190,25,$44.77 ,7
368,10468191,25,$50.70 ,7
381,10468192,16,$79.86 ,5
381,10468193,24,$44.77 ,7
385,10468194,19,$4.25 ,6
385,10468195,23,$98.47 ,6
392,10468196,23,$57.94 ,6
400,10468197,22,$19.86 ,5
407,10468198,21,$58.73 ,5
421,10468199,15,$61.14 ,8
423,10468200,20,$61.14 ,5
432,10468201,19,$66.70 ,8
447,10468202,22,$61.14 ,7
462,10468203,16,$5.56 ,4
463,10468204,23,$33.31 ,3
463,10468205,21,$94.27 ,4
463,10468206,22,$61.14 ,8
463,10468207,16,$61.14 ,4
463,10468208,15,$61.14 ,4
508,10468209,25,$88.48 ,6
521,10468210,25,$44.77 ,7
525,10468211,21,$50.70 ,4
529,10468212,25,$79.86 ,3
532,10468213,23,$44.77 ,7
539,10468214,21,$4.25 ,4
549,10468215,24,$98.47 ,8
564,10468216,16,$57.94 ,5
566,10468217,19,$19.86 ,7
580,10468218,15,$58.73 ,7
585,10468219,16,$61.14 ,4
589,10468220,21,$61.14 ,7
602,10468221,17,$66.70 ,8
609,10468222,19,$61.14 ,8
619,10468223,20,$5.56 ,7
623,10468224,19,$33.31 ,3
629,10468225,16,$94.27 ,8
632,10468226,20,$61.14 ,4
632,10468227,24,$61.14 ,6
632,10468228,23,$61.14 ,6
632,10468229,17,$88.48 ,6
632,10468230,23,$44.77 ,3
632,10468231,17,$50.70 ,8
632,10468232,25,$79.86 ,4
685,10468233,22,$44.77 ,6
694,10468234,22,$4.25 ,6
695,10468235,20,$98.47 ,4
695,10468236,24,$57.94 ,4
703,10468237,17,$19.86 ,5
712,10468238,19,$58.73 ,3
727,10468239,20,$61.14 ,8
734,10468240,21,$61.14 ,8
742,10468241,16,$66.70 ,3
750,10468242,16,$61.14 ,8
762,10468243,17,$5.56 ,4
773,10468244,17,$33.31 ,7
778,10468245,17,$94.27 ,5
793,10468246,15,$61.14 ,5
804,10468247,18,$61.14 ,5
